File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF837ZXT	bigBed narrowPeak	peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1							ENCFF846TRX	13274009	ENCODE Processing Pipeline	5ea8af022cb66b9dc47f178cd1218817		https://www.encodeproject.org/files/ENCFF837ZXT/@@download/ENCFF837ZXT.bigBed	hg19			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF736FXF	bigBed narrowPeak	peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				2							ENCFF493ZGH	13338058	ENCODE Processing Pipeline	4f6faf37cd24513670c7d25ef99ddb37		https://www.encodeproject.org/files/ENCFF736FXF/@@download/ENCFF736FXF.bigBed	hg19			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF582YLE	bigBed narrowPeak	peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF196ECC	13223049	ENCODE Processing Pipeline	32d68f751a1fe471a791a8ee6ef36195		https://www.encodeproject.org/files/ENCFF582YLE/@@download/ENCFF582YLE.bigBed	hg19			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF965CZF	bed narrowPeak	peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF183AOM, ENCFF290EGQ, ENCFF641VCR, ENCFF893PGF	6939696	ENCODE Processing Pipeline	0d512286c7257a791cc463627d578bb8		https://www.encodeproject.org/files/ENCFF965CZF/@@download/ENCFF965CZF.bed.gz	GRCh38			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF990NXB	bigBed narrowPeak	peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF965CZF	13208487	ENCODE Processing Pipeline	26003198a7b20f65153d59d08dcdc634		https://www.encodeproject.org/files/ENCFF990NXB/@@download/ENCFF990NXB.bigBed	GRCh38			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF775QKY	bed narrowPeak	peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1							ENCFF183AOM, ENCFF290EGQ, ENCFF641VCR	6590975	ENCODE Processing Pipeline	f204f96d49b1dd6509b93563af2d4151		https://www.encodeproject.org/files/ENCFF775QKY/@@download/ENCFF775QKY.bed.gz	GRCh38			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF817EFX	bigBed narrowPeak	peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1							ENCFF775QKY	13254192	ENCODE Processing Pipeline	eaa8dd3d410f60bc607dd7c2fe71641d		https://www.encodeproject.org/files/ENCFF817EFX/@@download/ENCFF817EFX.bigBed	GRCh38			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF907JXH	bed narrowPeak	conservative idr thresholded peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF419RSJ, ENCFF775QKY, ENCFF799PZN, ENCFF965CZF	175819	ENCODE Processing Pipeline	d3ed189a54e6aa34f5cf94145c517edc		https://www.encodeproject.org/files/ENCFF907JXH/@@download/ENCFF907JXH.bed.gz	GRCh38			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF799PZN	bed narrowPeak	peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				2							ENCFF183AOM, ENCFF290EGQ, ENCFF893PGF	6050631	ENCODE Processing Pipeline	016d9a42e5258f51490e7000af1c9b39		https://www.encodeproject.org/files/ENCFF799PZN/@@download/ENCFF799PZN.bed.gz	GRCh38			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF418ORB	bigBed narrowPeak	peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				2							ENCFF799PZN	13350675	ENCODE Processing Pipeline	6c927398f2adec261d5ad07676d3d787		https://www.encodeproject.org/files/ENCFF418ORB/@@download/ENCFF418ORB.bigBed	GRCh38			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF125JVH	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF907JXH	407064	ENCODE Processing Pipeline	8cac6cd47e344ecb97a41d959602dc93		https://www.encodeproject.org/files/ENCFF125JVH/@@download/ENCFF125JVH.bigBed	GRCh38			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF630FLK	bed narrowPeak	optimal idr thresholded peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF419RSJ, ENCFF775QKY, ENCFF799PZN, ENCFF965CZF	264396	ENCODE Processing Pipeline	1307e25bd4c8b822ca0dca5bf395edec		https://www.encodeproject.org/files/ENCFF630FLK/@@download/ENCFF630FLK.bed.gz	GRCh38			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF688FED	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF630FLK	551743	ENCODE Processing Pipeline	6fa137356bf686d6dabfa91fd6ab94a0		https://www.encodeproject.org/files/ENCFF688FED/@@download/ENCFF688FED.bigBed	GRCh38			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF613ZJY	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF266JBU	305218	ENCODE Processing Pipeline	6654f75130692c0513bce6ccd57a4447		https://www.encodeproject.org/files/ENCFF613ZJY/@@download/ENCFF613ZJY.bigBed	hg19			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF266JBU	bed narrowPeak	conservative idr thresholded peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF001TDO, ENCFF196ECC, ENCFF493ZGH, ENCFF846TRX	148381	ENCODE Processing Pipeline	75f8120aab0d90b0c8f68f250e263996		https://www.encodeproject.org/files/ENCFF266JBU/@@download/ENCFF266JBU.bed.gz	hg19			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF845VWY	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF123WEZ	484391	ENCODE Processing Pipeline	96e9c0dd8e3fed72c1b21d4cae7c5394		https://www.encodeproject.org/files/ENCFF845VWY/@@download/ENCFF845VWY.bigBed	hg19			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF123WEZ	bed narrowPeak	optimal idr thresholded peaks	ENCSR207PFI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZBED1-human	ENCAB000AAK	DNA					False	2016-02-05	ENCODE				1, 2							ENCFF001TDO, ENCFF196ECC, ENCFF493ZGH, ENCFF846TRX	217520	ENCODE Processing Pipeline	6c56ef3935736be7731a0100ba97731f		https://www.encodeproject.org/files/ENCFF123WEZ/@@download/ENCFF123WEZ.bed.gz	hg19			released	borderline replicate concordance	missing unfiltered alignments		
ENCFF887BKA	fastq	reads	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1	1	50		single-ended				2281198254	Richard Myers, HAIB	9bd13a544349ee81954aa27252608855	SRA:SRR5338649	https://www.encodeproject.org/files/ENCFF887BKA/@@download/ENCFF887BKA.fastq.gz		HiSeq 2000	/files/ENCFF000OEB/	released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF354VZR	fastq	reads	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				2	1	50		single-ended				1747145757	Richard Myers, HAIB	2ad82ac441df32f657ffeeaa693df0de	SRA:SRR5338648	https://www.encodeproject.org/files/ENCFF354VZR/@@download/ENCFF354VZR.fastq.gz		HiSeq 2000	/files/ENCFF000ODZ/	released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF061RWI	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF031TYY	345706	ENCODE Processing Pipeline	34114e27a7e20c9d725f7253e4cd625b		https://www.encodeproject.org/files/ENCFF061RWI/@@download/ENCFF061RWI.bigBed	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF420YHY	bed narrowPeak	optimal idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF001TDO, ENCFF454MFQ, ENCFF799MMA, ENCFF836SKU	204510	ENCODE Processing Pipeline	f584a6cb5c5943f310fe7bc4badc95af		https://www.encodeproject.org/files/ENCFF420YHY/@@download/ENCFF420YHY.bed.gz	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF454MFQ	bed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF092VSU, ENCFF513ZBH, ENCFF697EBC, ENCFF777FIV	6400676	ENCODE Processing Pipeline	7d68e4ce346c8a44f63f8878c2a7b3fd		https://www.encodeproject.org/files/ENCFF454MFQ/@@download/ENCFF454MFQ.bed.gz	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF740BDA	bigBed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1							ENCFF836SKU	10996696	ENCODE Processing Pipeline	6f40318c9e64b7172e48e002c5bc0653		https://www.encodeproject.org/files/ENCFF740BDA/@@download/ENCFF740BDA.bigBed	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF316ZBT	bigBed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				2							ENCFF799MMA	13135183	ENCODE Processing Pipeline	37c24e7473f09e395b0d6fc56e468643		https://www.encodeproject.org/files/ENCFF316ZBT/@@download/ENCFF316ZBT.bigBed	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF253MUG	bigBed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF454MFQ	13243890	ENCODE Processing Pipeline	e1a8020ef07f3ca8e0f9e136a721a3fe		https://www.encodeproject.org/files/ENCFF253MUG/@@download/ENCFF253MUG.bigBed	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF031TYY	bed narrowPeak	conservative idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF001TDO, ENCFF454MFQ, ENCFF799MMA, ENCFF836SKU	167872	ENCODE Processing Pipeline	6b186fa9eb84e4b964f124526a34df6b		https://www.encodeproject.org/files/ENCFF031TYY/@@download/ENCFF031TYY.bed.gz	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF836SKU	bed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1							ENCFF513ZBH, ENCFF697EBC, ENCFF777FIV	5381323	ENCODE Processing Pipeline	d585bead9e1e3f1a9aa5da5bbb2b3c93		https://www.encodeproject.org/files/ENCFF836SKU/@@download/ENCFF836SKU.bed.gz	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF799MMA	bed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				2							ENCFF092VSU, ENCFF513ZBH, ENCFF777FIV	5877259	ENCODE Processing Pipeline	dcb1d7b6ba2f33da62248a26ecb5f149		https://www.encodeproject.org/files/ENCFF799MMA/@@download/ENCFF799MMA.bed.gz	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF390ORN	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF420YHY	476284	ENCODE Processing Pipeline	e83d300cc561f23352f35c239d6f600e		https://www.encodeproject.org/files/ENCFF390ORN/@@download/ENCFF390ORN.bigBed	hg19			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF484UXN	bed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				2							ENCFF754WTG, ENCFF772ZLA, ENCFF966AVZ	5691583	ENCODE Processing Pipeline	ef01a24688242ee1e58c2d8681ce106e		https://www.encodeproject.org/files/ENCFF484UXN/@@download/ENCFF484UXN.bed.gz	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF599RLK	bigBed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF181ICO	13236138	ENCODE Processing Pipeline	f43541d7cef9eb903d53c51fd6bde4ea		https://www.encodeproject.org/files/ENCFF599RLK/@@download/ENCFF599RLK.bigBed	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF650GEE	bed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1							ENCFF554RCH, ENCFF754WTG, ENCFF966AVZ	5166830	ENCODE Processing Pipeline	94edb79b81d90f09e2bad686137907ec		https://www.encodeproject.org/files/ENCFF650GEE/@@download/ENCFF650GEE.bed.gz	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF181ICO	bed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF554RCH, ENCFF754WTG, ENCFF772ZLA, ENCFF966AVZ	6130068	ENCODE Processing Pipeline	d35fb1000ed64794716f066026558b0f		https://www.encodeproject.org/files/ENCFF181ICO/@@download/ENCFF181ICO.bed.gz	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF801WCK	bigBed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				2							ENCFF484UXN	13071703	ENCODE Processing Pipeline	eef32405c68c4df8a2d78ad9b7b26df0		https://www.encodeproject.org/files/ENCFF801WCK/@@download/ENCFF801WCK.bigBed	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF266DYD	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF533MFQ	354041	ENCODE Processing Pipeline	15127f35da9155dc15c9659745e6d6fe		https://www.encodeproject.org/files/ENCFF266DYD/@@download/ENCFF266DYD.bigBed	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF949QBH	bigBed narrowPeak	peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1							ENCFF650GEE	10905871	ENCODE Processing Pipeline	c1f8be7dbcefb7def1e01fed95bbd20a		https://www.encodeproject.org/files/ENCFF949QBH/@@download/ENCFF949QBH.bigBed	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF533MFQ	bed narrowPeak	conservative idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF181ICO, ENCFF419RSJ, ENCFF484UXN, ENCFF650GEE	173518	ENCODE Processing Pipeline	a1dd3107317a2b7972727801e58eea61		https://www.encodeproject.org/files/ENCFF533MFQ/@@download/ENCFF533MFQ.bed.gz	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF417SVR	bed narrowPeak	optimal idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF181ICO, ENCFF419RSJ, ENCFF484UXN, ENCFF650GEE	205072	ENCODE Processing Pipeline	b88d6c975642a609e014bcc85e010b4e		https://www.encodeproject.org/files/ENCFF417SVR/@@download/ENCFF417SVR.bed.gz	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF520WAX	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CBX5-human	ENCAB150NID	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF417SVR	476591	ENCODE Processing Pipeline	b241e1995fdf8c1a34b1da9b2cd3b23b		https://www.encodeproject.org/files/ENCFF520WAX/@@download/ENCFF520WAX.bigBed	GRCh38			released	inconsistent platforms, low read depth, mild to moderate bottlenecking, moderate library complexity			
ENCFF000NSR	bigBed broadPeak	peaks	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BCL11A-human	ENCAB000AEE	DNA		see document	see document		False	2011-07-18	ENCODE				1	1						ENCFF001TWH	592417	Richard Myers, HAIB	e3c7a6a983e9af6c40f899d97ad0ea12		https://www.encodeproject.org/files/ENCFF000NSR/@@download/ENCFF000NSR.bigBed	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample		
ENCFF000NSS	bigBed broadPeak	peaks	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BCL11A-human	ENCAB000AEE	DNA		see document	see document		False	2011-07-18	ENCODE				2	1						ENCFF001TWI	642458	Richard Myers, HAIB	8f6af20793dca306c34e7b47baacfd4f		https://www.encodeproject.org/files/ENCFF000NSS/@@download/ENCFF000NSS.bigBed	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample		
ENCFF000NTD	fastq	reads	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BCL11A-human	ENCAB000AEE	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				916514718	Richard Myers, HAIB	b9b3ef998932ad5d5b1fa6ea0c9043b8		https://www.encodeproject.org/files/ENCFF000NTD/@@download/ENCFF000NTD.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCW/	released	low read length, low read depth	mismatched file status, biological replicates with identical biosample		
ENCFF000NTH	fastq	reads	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BCL11A-human	ENCAB000AEE	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				1744280834	Richard Myers, HAIB	b94fc9c3ce2176aff652256f3edd098e		https://www.encodeproject.org/files/ENCFF000NTH/@@download/ENCFF000NTH.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCU/	released	low read length, low read depth	mismatched file status, biological replicates with identical biosample		
ENCFF001TWH	bed broadPeak	peaks	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BCL11A-human	ENCAB000AEE	DNA		see document	see document		False	2011-07-18	ENCODE				1	1							335357	Richard Myers, HAIB	37c8310d98d70a714fa58cd95d8b977c		https://www.encodeproject.org/files/ENCFF001TWH/@@download/ENCFF001TWH.bed.gz	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample, missing derived_from		
ENCFF001TWI	bed broadPeak	peaks	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BCL11A-human	ENCAB000AEE	DNA		see document	see document		False	2011-07-18	ENCODE				2	1							393755	Richard Myers, HAIB	92fd2779ecf7b7233e63ecfe59d28586		https://www.encodeproject.org/files/ENCFF001TWI/@@download/ENCFF001TWI.bed.gz	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample, missing derived_from		
ENCFF002CGR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BCL11A-human	ENCAB000AEE	DNA		see document	see document		False	2011-07-18	ENCODE												348483	ENCODE Consortium Analysis Working Group	52a244b336de35419f0cd40fab2edae1		https://www.encodeproject.org/files/ENCFF002CGR/@@download/ENCFF002CGR.bed.gz	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample, missing derived_from		
ENCFF201UXH	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BCL11A-human	ENCAB000AEE	DNA		see document	see document		False	2011-07-18	ENCODE											ENCFF002CGR	802318	ENCODE Consortium	39fa2c3d07d702aa4b92455811c0c298		https://www.encodeproject.org/files/ENCFF201UXH/@@download/ENCFF201UXH.bigBed	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample		
ENCFF002BFR	fastq	reads	ENCSR016UEH	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TARDBP-human	ENCAB000AUF	DNA		see document	see document		False	2016-11-08	ENCODE				2	1	50		single-ended				1453849505	Richard Myers, HAIB	8219972aa733b860009563baac3d08a4	SRA:SRR5331639	https://www.encodeproject.org/files/ENCFF002BFR/@@download/ENCFF002BFR.fastq.gz		HiSeq 2000	/files/ENCFF002BGA/	released	borderline replicate concordance, low read depth			
ENCFF697WPB	fastq	reads	ENCSR016UEH	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TARDBP-human	ENCAB000AUF	DNA		see document	see document		False	2016-11-08	ENCODE				1	1	50		single-ended				1170310914	Richard Myers, HAIB	6f44633b484df3fb934a90e5addfedb3	SRA:SRR5331638	https://www.encodeproject.org/files/ENCFF697WPB/@@download/ENCFF697WPB.fastq.gz		HiSeq 2000	/files/ENCFF192IAC/	released	borderline replicate concordance, low read depth			
ENCFF078SOE	bed narrowPeak	peaks	ENCSR016UEH	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TARDBP-human	ENCAB000AUF	DNA		see document	see document		False	2016-11-08	ENCODE				2							ENCFF179SRP, ENCFF423BBH, ENCFF747NOF	5208687	ENCODE Processing Pipeline	2293c9c9d7f2bcd77c62ef6d5d7f285b		https://www.encodeproject.org/files/ENCFF078SOE/@@download/ENCFF078SOE.bed.gz	GRCh38			released	borderline replicate concordance, low read depth			
ENCFF043AHC	bed narrowPeak	peaks	ENCSR016UEH	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TARDBP-human	ENCAB000AUF	DNA		see document	see document		False	2016-11-08	ENCODE				1							ENCFF423BBH, ENCFF747NOF, ENCFF963FTZ	5583086	ENCODE Processing Pipeline	ab1002a4e7ee46746e3a73b51162598c		https://www.encodeproject.org/files/ENCFF043AHC/@@download/ENCFF043AHC.bed.gz	GRCh38			released	borderline replicate concordance, low read depth			
