File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF000NUK	fastq	reads	ENCSR000BUF	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CREB1-human	ENCAB000AFN	DNA		see document	see document		False	2012-09-10	ENCODE				1	1	50		single-ended				1079562478	Richard Myers, HAIB	e3b0a6e84c9e0ccf6e52314bc852859d		https://www.encodeproject.org/files/ENCFF000NUK/@@download/ENCFF000NUK.fastq.gz		HiSeq 2000	/files/ENCFF000ODZ/	released	inconsistent platforms	biological replicates with identical biosample		
ENCFF000NUL	fastq	reads	ENCSR000BUF	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CREB1-human	ENCAB000AFN	DNA		see document	see document		False	2012-09-10	ENCODE				2	1	50		single-ended				1683603412	Richard Myers, HAIB	3aadd26af6ce9319622a511e46436db0		https://www.encodeproject.org/files/ENCFF000NUL/@@download/ENCFF000NUL.fastq.gz		HiSeq 2000	/files/ENCFF000OEB/	released	inconsistent platforms	biological replicates with identical biosample		
ENCFF000WFD	fastq	reads	ENCSR000DZM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					STAT1-human	ENCAB000ALF	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	36		single-ended				813884501	Michael Snyder, Stanford	3456ee43b48515d4958b3d30d74d6946		https://www.encodeproject.org/files/ENCFF000WFD/@@download/ENCFF000WFD.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWV/	released	low read depth, low read length, inconsistent control read length	mismatched file status, biological replicates with identical biosample		
ENCFF000WFE	fastq	reads	ENCSR000DZM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					STAT1-human	ENCAB000ALF	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	36		single-ended				872335775	Michael Snyder, Stanford	8e6fbccac3bc88d368bb39b68d24d244		https://www.encodeproject.org/files/ENCFF000WFE/@@download/ENCFF000WFE.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWV/	released	low read depth, low read length, inconsistent control read length	mismatched file status, biological replicates with identical biosample		
ENCFF000VVV	fastq	reads	ENCSR000EUJ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					IKZF1-human	ENCAB000AHV	DNA		see document	see document		False	2012-05-14	ENCODE				1	1	36		single-ended				895921320	Peggy Farnham, USC	945112f33e7e976a7a7083bc64d9db0b		https://www.encodeproject.org/files/ENCFF000VVV/@@download/ENCFF000VVV.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWV/	released	low read depth, low read length, inconsistent control read length	mismatched file status		
ENCFF000VVX	fastq	reads	ENCSR000EUJ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					IKZF1-human	ENCAB000AHV	DNA		see document	see document		False	2012-05-14	ENCODE				2	1	36		single-ended				1253344955	Peggy Farnham, USC	a3ea1577d93fa493115a0d7c26d66196		https://www.encodeproject.org/files/ENCFF000VVX/@@download/ENCFF000VVX.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWV/	released	low read depth, low read length, inconsistent control read length	mismatched file status		
ENCFF001EYE	fastq	reads	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					H3K4me3-human	ENCAB000ARB	DNA		see document	see document		False	2011-02-11	ENCODE				2	1	36		single-ended				927811259	John Stamatoyannopoulos, UW	eac7e892a1c6eefd7bd68d9f911dac36		https://www.encodeproject.org/files/ENCFF001EYE/@@download/ENCFF001EYE.fastq.gz		Illumina Genome Analyzer	/files/ENCFF001HID/	released	low read depth, low read length, mild to moderate bottlenecking			
ENCFF001EYF	fastq	reads	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					H3K4me3-human	ENCAB000ARB	DNA		see document	see document		False	2011-02-11	ENCODE				1	1	36		single-ended				1031418954	John Stamatoyannopoulos, UW	9ce0205f231944b4ff7188db0ab2b112		https://www.encodeproject.org/files/ENCFF001EYF/@@download/ENCFF001EYF.fastq.gz		Illumina Genome Analyzer	/files/ENCFF001HID/	released	low read depth, low read length, mild to moderate bottlenecking			
ENCFF002EAN	fastq	reads	ENCSR514VAY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					HCFC1-human	ENCAB000AHG	DNA					False	2014-07-07	ENCODE				1	1	36		single-ended				1112977358	Michael Snyder, Stanford	53cd755e4f6b00ccaef31cdbb73d4d19	SRA:SRR5111693	https://www.encodeproject.org/files/ENCFF002EAN/@@download/ENCFF002EAN.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF002ECR/	released	low read length	missing unfiltered alignments		
ENCFF002EAO	fastq	reads	ENCSR514VAY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					HCFC1-human	ENCAB000AHG	DNA					False	2014-07-07	ENCODE				2	1	36		single-ended				1096108808	Michael Snyder, Stanford	e22c8ef22d0033a737bb97b0b833e034	SRA:SRR5111694	https://www.encodeproject.org/files/ENCFF002EAO/@@download/ENCFF002EAO.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF002ECP/	released	low read length	missing unfiltered alignments		
ENCFF000VSD	fastq	reads	ENCSR000DZJ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BHLHE40-human	ENCAB000AEK	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	36		single-ended				790098363	Michael Snyder, Stanford	f70bab7785e2d39597ae042d8f9aedc5		https://www.encodeproject.org/files/ENCFF000VSD/@@download/ENCFF000VSD.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWD/	released	low read depth, low read length, inconsistent control read length	NTR biosample, mismatched file status, biological replicates with identical biosample		
ENCFF000VSF	fastq	reads	ENCSR000DZJ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BHLHE40-human	ENCAB000AEK	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	36		single-ended				1040326383	Michael Snyder, Stanford	382f0abd18ab5450e85a1306479c7090		https://www.encodeproject.org/files/ENCFF000VSF/@@download/ENCFF000VSF.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWK/	released	low read depth, low read length, inconsistent control read length	NTR biosample, mismatched file status, biological replicates with identical biosample		
ENCFF000VZR	fastq	reads	ENCSR000DNN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					NFYA-human	ENCAB000AJC	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	36		single-ended				566518137	Kevin Struhl, HMS	5bf596cb8cce31e54b2ae9f76a64d3be		https://www.encodeproject.org/files/ENCFF000VZR/@@download/ENCFF000VZR.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWD/	released	low read depth, low read length, mild to moderate bottlenecking, inconsistent control read length	mismatched file status, biological replicates with identical biosample		
ENCFF000VZT	fastq	reads	ENCSR000DNN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					NFYA-human	ENCAB000AJC	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	36		single-ended				650489676	Kevin Struhl, HMS	62d1807528ace2544dbcef3e53dcd7dd		https://www.encodeproject.org/files/ENCFF000VZT/@@download/ENCFF000VZT.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWK/	released	low read depth, low read length, mild to moderate bottlenecking, inconsistent control read length	mismatched file status, biological replicates with identical biosample		
ENCFF000VZN	fastq	reads	ENCSR000EAG	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens	tumor necrosis factor				RELA-human	ENCAB000AJG	DNA		see document	see document		False	2012-05-14	ENCODE				1	1	28		single-ended				237958534	Michael Snyder, Stanford	35029320fbecc6b33fde639a063b2440		https://www.encodeproject.org/files/ENCFF000VZN/@@download/ENCFF000VZN.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VXH/	released		biological replicates with identical biosample	insufficient read length	
ENCFF000VZW	fastq	reads	ENCSR000EAG	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens	tumor necrosis factor				RELA-human	ENCAB000AJG	DNA		see document	see document		False	2012-05-14	ENCODE				2	1	28		single-ended				414446290	Michael Snyder, Stanford	b0d934eec790fe6414f07e1a1e9903ff		https://www.encodeproject.org/files/ENCFF000VZW/@@download/ENCFF000VZW.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VXG/	released		biological replicates with identical biosample	insufficient read length	
ENCFF000WAK	fastq	reads	ENCSR000EAG	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens	tumor necrosis factor				RELA-human	ENCAB000AJG	DNA		see document	see document		False	2012-05-14	ENCODE				3	1	28		single-ended				593919805	Michael Snyder, Stanford	447b804ba647faea4f99e1243c8bcbf8		https://www.encodeproject.org/files/ENCFF000WAK/@@download/ENCFF000WAK.fastq.gz		Illumina Genome Analyzer		released		biological replicates with identical biosample	insufficient read length, missing controlled_by	
ENCFF000WBF	fastq	reads	ENCSR000EAG	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens	tumor necrosis factor				RELA-human	ENCAB000AJG	DNA		see document	see document		False	2012-05-14	ENCODE				4	1	28		single-ended				646360175	Michael Snyder, Stanford	7abf9f9908e538f1438594dd0d89ad37		https://www.encodeproject.org/files/ENCFF000WBF/@@download/ENCFF000WBF.fastq.gz		Illumina Genome Analyzer		released		biological replicates with identical biosample	insufficient read length, missing controlled_by	
ENCFF000VUU	fastq	reads	ENCSR000DZN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFQ	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	36		single-ended				498872610	Michael Snyder, Stanford	d3da121a3f993c6415bd26a997f707fe		https://www.encodeproject.org/files/ENCFF000VUU/@@download/ENCFF000VUU.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWV/	released	low read depth, low read length, mild to moderate bottlenecking, inconsistent control read length, moderate library complexity	biological replicates with identical biosample	insufficient read depth	
ENCFF000VUW	fastq	reads	ENCSR000DZN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFQ	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	36		single-ended				975456486	Michael Snyder, Stanford	2480a4d7c374b56e50e7e06a4bf22ec4		https://www.encodeproject.org/files/ENCFF000VUW/@@download/ENCFF000VUW.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWV/	released	low read depth, low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent control read length	biological replicates with identical biosample	insufficient read depth	
ENCFF000NSW	fastq	reads	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BATF-human	ENCAB000AED	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				951134552	Richard Myers, HAIB	aa65d657885a4390d0961e257e000436		https://www.encodeproject.org/files/ENCFF000NSW/@@download/ENCFF000NSW.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCW/	released	low read depth, low read length	mismatched file status, biological replicates with identical biosample		
ENCFF000NSX	fastq	reads	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BATF-human	ENCAB000AED	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				912657521	Richard Myers, HAIB	28f58f2b113e59626753f7a07a8bc0b6		https://www.encodeproject.org/files/ENCFF000NSX/@@download/ENCFF000NSX.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCU/	released	low read depth, low read length	mismatched file status, biological replicates with identical biosample		
ENCFF000ARU	fastq	reads	ENCSR000ARD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					EZH2-human	ENCAB000AGH	DNA		see document	see document		False	2012-03-06	ENCODE				1	1	36		single-ended				913440984	Bradley Bernstein, Broad	7b09ce56796a67b4666945af22085cee		https://www.encodeproject.org/files/ENCFF000ARU/@@download/ENCFF000ARU.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000ARK/	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, inconsistent control read length, inconsistent platforms		insufficient read depth	
ENCFF000ASA	fastq	reads	ENCSR000ARD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					EZH2-human	ENCAB000AGH	DNA		see document	see document		False	2012-03-06	ENCODE				2	1	36		single-ended				2479370857	Bradley Bernstein, Broad	e45eeadb049999f79e9bca0df2fcf6db		https://www.encodeproject.org/files/ENCFF000ASA/@@download/ENCFF000ASA.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000ARO/	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, inconsistent control read length, inconsistent platforms		insufficient read depth	
ENCFF000NWT	fastq	reads	ENCSR000BGY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					IRF4-human	ENCAB000AHZ	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				870825486	Richard Myers, HAIB	e011367659917a655f073ac80ee4f91e		https://www.encodeproject.org/files/ENCFF000NWT/@@download/ENCFF000NWT.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCW/	released	low read depth, low read length	biological replicates with identical biosample		
ENCFF000NWV	fastq	reads	ENCSR000BGY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					IRF4-human	ENCAB000AHZ	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				1035627302	Richard Myers, HAIB	ff1932701763aee22984b5a951febd83		https://www.encodeproject.org/files/ENCFF000NWV/@@download/ENCFF000NWV.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCU/	released	low read depth, low read length	biological replicates with identical biosample		
ENCFF000ROK	fastq	reads	ENCSR000DKU	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					MYC-human	ENCAB000AET	DNA		see document	see document		False	2011-03-17	ENCODE				1	1	35		single-ended				480071475	Vishwanath Iyer, UTA	c1de271c9500a813ceb21d13419894f2		https://www.encodeproject.org/files/ENCFF000ROK/@@download/ENCFF000ROK.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000RPB/	released	low read length, inconsistent platforms	biological replicates with identical biosample	insufficient read length	
ENCFF000ROS	fastq	reads	ENCSR000DKU	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					MYC-human	ENCAB000AET	DNA		see document	see document		False	2011-03-17	ENCODE				2	1	36		single-ended				667216564	Vishwanath Iyer, UTA	833ff9e94d7e1f32da61fe3670ac117e		https://www.encodeproject.org/files/ENCFF000ROS/@@download/ENCFF000ROS.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000RPB/	released	low read length, inconsistent control read length, inconsistent platforms	biological replicates with identical biosample	insufficient read length	
ENCFF000OEV	fastq	reads	ENCSR000BHK	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					SP1-human	ENCAB000AKY	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				875849247	Richard Myers, HAIB	7f54f981d9432ee1443c19b21118f5ba		https://www.encodeproject.org/files/ENCFF000OEV/@@download/ENCFF000OEV.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCU/	released	low read length, inconsistent platforms	missing raw data in replicate		
ENCFF000NVB	fastq	reads	ENCSR000BRG	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					EGR1-human	ENCAB000ASX	DNA		see document	see document		False	2012-02-29	ENCODE				3	1	36		single-ended				1293018872	Richard Myers, HAIB	2578cb5e97d34448e0dd4e471130dc12		https://www.encodeproject.org/files/ENCFF000NVB/@@download/ENCFF000NVB.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000ODJ/	released	low read depth, low read length, inconsistent control read length	mismatched file status, characterization(s) pending review		
ENCFF000NZG	fastq	reads	ENCSR000BHB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					EP300-human	ENCAB000AJM	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				754739900	Richard Myers, HAIB	a18d83a560f04bb18b4ab5ea2caecc60		https://www.encodeproject.org/files/ENCFF000NZG/@@download/ENCFF000NZG.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCW/	released	low read depth, low read length	biological replicates with identical biosample	insufficient read depth, insufficient replicate concordance	
ENCFF000NZH	fastq	reads	ENCSR000BHB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					EP300-human	ENCAB000AJM	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				558811486	Richard Myers, HAIB	aa9f424a3feae1d620194ec0cb465151		https://www.encodeproject.org/files/ENCFF000NZH/@@download/ENCFF000NZH.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCU/	released	low read depth, low read length	biological replicates with identical biosample	insufficient read depth, insufficient replicate concordance	
ENCFF000OGV	fastq	reads	ENCSR000BQT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TCF3-human	ENCAB000ALU	DNA		see document	see document		False	2012-02-29	ENCODE				1	1	36		single-ended				678594613	Richard Myers, HAIB	4f8c5d6a4078a83602e37cccd36e8909		https://www.encodeproject.org/files/ENCFF000OGV/@@download/ENCFF000OGV.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCW/	released	low read depth, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read depth	
ENCFF000OGY	fastq	reads	ENCSR000BQT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TCF3-human	ENCAB000ALU	DNA		see document	see document		False	2012-02-29	ENCODE				2	1	36		single-ended				1160796986	Richard Myers, HAIB	653750b236c3227667422430edcb856d		https://www.encodeproject.org/files/ENCFF000OGY/@@download/ENCFF000OGY.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCU/	released	low read depth, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read depth	
ENCFF000OBS	fastq	reads	ENCSR000BGQ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					SPI1-human	ENCAB000AKF	DNA		see document	see document		False	2011-07-18	ENCODE				3	1	36		single-ended				1195999211	Richard Myers, HAIB	b8d99ff7f031394dc3d6fd11fa094c2e		https://www.encodeproject.org/files/ENCFF000OBS/@@download/ENCFF000OBS.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCS/	released	low read length, inconsistent platforms	missing raw data in replicate, biological replicates with identical biosample		
ENCFF000OBU	fastq	reads	ENCSR000BGQ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					SPI1-human	ENCAB000AKF	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				1764589631	Richard Myers, HAIB	a61eda5b147d4dd248268f03d9b8bd8c		https://www.encodeproject.org/files/ENCFF000OBU/@@download/ENCFF000OBU.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCU/	released	low read length, inconsistent platforms	missing raw data in replicate, biological replicates with identical biosample		
ENCFF002EBU	fastq	reads	ENCSR904YPP	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					NR3C1-human	ENCAB000AHC	DNA					False	2014-07-07	ENCODE				3	1	36		single-ended				796118737	Michael Snyder, Stanford	237be61ac32c51e0d88710c520bfcd0f		https://www.encodeproject.org/files/ENCFF002EBU/@@download/ENCFF002EBU.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF002ECP/	released	low read depth, low read length, mild to moderate bottlenecking	missing unfiltered alignments, mismatched file status, experiment not submitted to GEO	partially characterized antibody	
ENCFF002EBY	fastq	reads	ENCSR904YPP	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					NR3C1-human	ENCAB000AHC	DNA					False	2014-07-07	ENCODE				1	1	36		single-ended				1112838108	Michael Snyder, Stanford	52da536f72c9088d6d4edf596503ee38		https://www.encodeproject.org/files/ENCFF002EBY/@@download/ENCFF002EBY.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF002ECR/	released	low read depth, low read length, mild to moderate bottlenecking	missing unfiltered alignments, mismatched file status, experiment not submitted to GEO	partially characterized antibody	
ENCFF481LLT	fastq	reads	ENCSR412QBS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TARDBP-human	ENCAB000BAX	DNA					False	2016-04-22	ENCODE				1	1	100		paired-ended	1	ENCFF887YKT		2286535847	Michael Snyder, Stanford	a5be7a6274020ca3e70fd86c6cc24ddd	SRA:SRR5111562	https://www.encodeproject.org/files/ENCFF481LLT/@@download/ENCFF481LLT.fastq.gz		HiSeq 2000	/files/ENCFF002EFT/	released		missing unfiltered alignments, missing paired_with in controlled_by		
ENCFF887YKT	fastq	reads	ENCSR412QBS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TARDBP-human	ENCAB000BAX	DNA					False	2016-04-22	ENCODE				1	1	100		paired-ended	2	ENCFF481LLT		2355884652	Michael Snyder, Stanford	54718c62062077810a4464ed770ca98b	SRA:SRR5111562	https://www.encodeproject.org/files/ENCFF887YKT/@@download/ENCFF887YKT.fastq.gz		HiSeq 2000	/files/ENCFF002EFQ/	released		missing unfiltered alignments, missing paired_with in controlled_by		
ENCFF176ERK	fastq	reads	ENCSR412QBS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TARDBP-human	ENCAB000BAX	DNA					False	2016-04-22	ENCODE				2	1	100		paired-ended	1	ENCFF178JHO		2542619691	Michael Snyder, Stanford	676aa9eb6cb53a56a278007d33df25cf	SRA:SRR5111563	https://www.encodeproject.org/files/ENCFF176ERK/@@download/ENCFF176ERK.fastq.gz		HiSeq 2000	/files/ENCFF002EFU/	released		missing unfiltered alignments, missing paired_with in controlled_by		
ENCFF178JHO	fastq	reads	ENCSR412QBS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TARDBP-human	ENCAB000BAX	DNA					False	2016-04-22	ENCODE				2	1	100		paired-ended	2	ENCFF176ERK		2602493478	Michael Snyder, Stanford	9825820f929d22a767ed1503895f8c33	SRA:SRR5111563	https://www.encodeproject.org/files/ENCFF178JHO/@@download/ENCFF178JHO.fastq.gz		HiSeq 2000	/files/ENCFF002EFS/	released		missing unfiltered alignments, missing paired_with in controlled_by		
ENCFF088UFA	fastq	reads	ENCSR145XQO	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					HDGF-human	ENCAB173GGB	DNA					False	2016-08-24	ENCODE				1	1	100		paired-ended	1	ENCFF918XGV		3229829366	Michael Snyder, Stanford	40109ebbd9954f9ce930b4db0860e61e	SRA:SRR5111189	https://www.encodeproject.org/files/ENCFF088UFA/@@download/ENCFF088UFA.fastq.gz		HiSeq 2000	/files/ENCFF002EFT/	released	antibody characterized with exemption	missing unfiltered alignments, missing paired_with in controlled_by		
ENCFF690LCG	fastq	reads	ENCSR145XQO	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					HDGF-human	ENCAB173GGB	DNA					False	2016-08-24	ENCODE				2	1	100		paired-ended	1	ENCFF019KRR		3085773474	Michael Snyder, Stanford	d74b0c57041f91d4d2301d9e3cfcfc09	SRA:SRR5111190	https://www.encodeproject.org/files/ENCFF690LCG/@@download/ENCFF690LCG.fastq.gz		HiSeq 2000	/files/ENCFF002EFU/	released	antibody characterized with exemption	missing unfiltered alignments, missing paired_with in controlled_by		
ENCFF019KRR	fastq	reads	ENCSR145XQO	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					HDGF-human	ENCAB173GGB	DNA					False	2016-08-24	ENCODE				2	1	100		paired-ended	2	ENCFF690LCG		3191244303	Michael Snyder, Stanford	d985f86ce016e794354843c6c885d1bc	SRA:SRR5111190	https://www.encodeproject.org/files/ENCFF019KRR/@@download/ENCFF019KRR.fastq.gz		HiSeq 2000	/files/ENCFF002EFS/	released	antibody characterized with exemption	missing unfiltered alignments, missing paired_with in controlled_by		
ENCFF918XGV	fastq	reads	ENCSR145XQO	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					HDGF-human	ENCAB173GGB	DNA					False	2016-08-24	ENCODE				1	1	100		paired-ended	2	ENCFF088UFA		3331736328	Michael Snyder, Stanford	f457d4dcbdbc31d2914d1c0a46e8df7c	SRA:SRR5111189	https://www.encodeproject.org/files/ENCFF918XGV/@@download/ENCFF918XGV.fastq.gz		HiSeq 2000	/files/ENCFF002EFQ/	released	antibody characterized with exemption	missing unfiltered alignments, missing paired_with in controlled_by		
ENCFF021DVV	fastq	reads	ENCSR552XSN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					MLLT1-human	ENCAB650PBW	DNA					False	2016-08-24	ENCODE				1	1	100		paired-ended	1	ENCFF804QYW		2974814577	Michael Snyder, Stanford	acdb9d21d06cd2797e6658cc40855f63	SRA:SRR5111759	https://www.encodeproject.org/files/ENCFF021DVV/@@download/ENCFF021DVV.fastq.gz		HiSeq 2000	/files/ENCFF002EFT/	released	mild to moderate bottlenecking	missing unfiltered alignments, missing paired_with in controlled_by		
ENCFF804QYW	fastq	reads	ENCSR552XSN	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					MLLT1-human	ENCAB650PBW	DNA					False	2016-08-24	ENCODE				1	1	100		paired-ended	2	ENCFF021DVV		3060076536	Michael Snyder, Stanford	d0f917270f189b54cea0dbd8e189d89b	SRA:SRR5111759	https://www.encodeproject.org/files/ENCFF804QYW/@@download/ENCFF804QYW.fastq.gz		HiSeq 2000	/files/ENCFF002EFQ/	released	mild to moderate bottlenecking	missing unfiltered alignments, missing paired_with in controlled_by		
